DATESTAMP;INSTRUMENT_ID;LIST_SECTION;RN;SUPERTYPE;INSTRUMENT_TYPE;INSTRUMENT_CATEGORY;TRADE_CODE;ISIN;REGISTRY_NUMBER;REGISTRY_DATE;EMITENT_FULL_NAME;INN;NOMINAL;CURRENCY;ISSUE_AMOUNT;DECISION_DATE;OKSM_EDR;ONLY_EMITENT_FULL_NAME;REG_COUNTRY;QUALIFIED_INVESTOR;HAS_PROSPECTUS;IS_CONCESSION_AGREEMENT;IS_MORTGAGE_AGENT;INCLUDED_DURING_CREATION;SECURITY_HAS_DEFAULT;SECURITY_HAS_TECH_DEFAULT;INCLUDED_WITHOUT_COMPLIANCE;RETAINED_WITHOUT_COMPLIANCE;HAS_RESTRICTION_CIRCULATION;LISTING_LEVEL_HIST;OBLIGATION_PROGRAM_RN;COUPON_PERCENT;EARLY_REPAYMENT;EARLY_REDEMPTION;ISS_BOARDS;OTHER_SECURITIES;DISCLOSURE_PART_PAGE;DISCLOSURE_RF_INFO_PAGE;
"13.07.2017 0:00:00";"5576";"Первый уровень";"501";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-28";"RU000A0JUUG8";"RU000A0JUUG8";"4B02-28-36182-R";"16.12.2013 0:00:00";"Публичное акционерное общество ""ТрансФин-М""";"7708797192";"1000";"Рубль";"4214000";"16.12.2013 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"17.09.2014 Включение в Первый уровень 09.06.2014 Включение в Третий уровень 17.12.2013 Включение в Перечень внесписочных ценных бумаг";"";"10,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-25-36182-R, RU000A0JUWL4 Облигация биржевая, 4B02-26-36182-R, RU000A0JUKA2 Облигация биржевая, 4B02-27-36182-R, RU000A0JWLW0 Облигация биржевая, 4B02-29-36182-R, RU000A0JUQ96 Облигация биржевая, 4B02-30-36182-R, RU000A0JUR04 Облигация биржевая, 4B02-31-36182-R, RU000A0JV9Q0 Облигация биржевая, 4B02-32-36182-R, RU000A0JUWW1 Облигация биржевая, 4B02-33-36182-R, RU000A0JUX30 Облигация биржевая, 4B02-34-36182-R, RU000A0JUWA7 Облигация биржевая, 4B02-35-36182-R, RU000A0JUXT5 Облигация биржевая, 4B02-36-50156-A, RU000A0JUYC9 Облигация биржевая, 4B02-37-50156-A, RU000A0JUZZ7 Облигация биржевая, 4B02-38-50156-A, RU000A0JV4S7 Облигация биржевая, 4B02-39-50156-A, RU000A0JVHH1 Облигация биржевая, 4B02-40-50156-A, RU000A0JVPS1 Облигация биржевая, 4B02-41-50156-A, RU000A0JVS36 Облигация биржевая, 4B02-42-50156-A, RU000A0JW5B9 Облигация биржевая, 4B02-43-50156-A, RU000A0JWEG8 Облигация биржевая, 4B02-44-50156-A, RU000A0JX0U9 Облигация корпоративная, 4-01-50156-A, RU000A0JV2G6 Облигация корпоративная, 4-02-50156-A, RU000A0JVU73 Облигация биржевая, 4B02-01-50156-A-001P, RU000A0JWWM8 Облигация корпоративная, 4-03-50156-A, RU000A0JWX79 Облигация биржевая, 4B02-02-50156-A-001P, RU000A0JXK99 Облигация биржевая, 4B02-03-50156-A-001P, RU000A0JXVB1";"www.transfin-m.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8783";
"13.07.2017 0:00:00";"5840";"Первый уровень";"502";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-32";"RU000A0JUWW1";"RU000A0JUWW1";"4B02-32-36182-R";"12.05.2014 0:00:00";"Публичное акционерное общество ""ТрансФин-М""";"7708797192";"1000";"Рубль";"2454000";"12.05.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"17.09.2014 Включение в Первый уровень 09.06.2014 Включение в Третий уровень 12.05.2014 Включение в Перечень внесписочных ценных бумаг";"";"10%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-25-36182-R, RU000A0JUWL4 Облигация биржевая, 4B02-26-36182-R, RU000A0JUKA2 Облигация биржевая, 4B02-27-36182-R, RU000A0JWLW0 Облигация биржевая, 4B02-28-36182-R, RU000A0JUUG8 Облигация биржевая, 4B02-29-36182-R, RU000A0JUQ96 Облигация биржевая, 4B02-30-36182-R, RU000A0JUR04 Облигация биржевая, 4B02-31-36182-R, RU000A0JV9Q0 Облигация биржевая, 4B02-33-36182-R, RU000A0JUX30 Облигация биржевая, 4B02-34-36182-R, RU000A0JUWA7 Облигация биржевая, 4B02-35-36182-R, RU000A0JUXT5 Облигация биржевая, 4B02-36-50156-A, RU000A0JUYC9 Облигация биржевая, 4B02-37-50156-A, RU000A0JUZZ7 Облигация биржевая, 4B02-38-50156-A, RU000A0JV4S7 Облигация биржевая, 4B02-39-50156-A, RU000A0JVHH1 Облигация биржевая, 4B02-40-50156-A, RU000A0JVPS1 Облигация биржевая, 4B02-41-50156-A, RU000A0JVS36 Облигация биржевая, 4B02-42-50156-A, RU000A0JW5B9 Облигация биржевая, 4B02-43-50156-A, RU000A0JWEG8 Облигация биржевая, 4B02-44-50156-A, RU000A0JX0U9 Облигация корпоративная, 4-01-50156-A, RU000A0JV2G6 Облигация корпоративная, 4-02-50156-A, RU000A0JVU73 Облигация биржевая, 4B02-01-50156-A-001P, RU000A0JWWM8 Облигация корпоративная, 4-03-50156-A, RU000A0JWX79 Облигация биржевая, 4B02-02-50156-A-001P, RU000A0JXK99 Облигация биржевая, 4B02-03-50156-A-001P, RU000A0JXVB1";"www.transfin-m.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8783";
"13.07.2017 0:00:00";"5841";"Первый уровень";"503";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-33";"RU000A0JUX30";"RU000A0JUX30";"4B02-33-36182-R";"12.05.2014 0:00:00";"Публичное акционерное общество ""ТрансФин-М""";"7708797192";"1000";"Рубль";"2200000";"12.05.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"17.09.2014 Включение в Первый уровень 09.06.2014 Включение в Третий уровень 12.05.2014 Включение в Перечень внесписочных ценных бумаг";"";"10%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-25-36182-R, RU000A0JUWL4 Облигация биржевая, 4B02-26-36182-R, RU000A0JUKA2 Облигация биржевая, 4B02-27-36182-R, RU000A0JWLW0 Облигация биржевая, 4B02-28-36182-R, RU000A0JUUG8 Облигация биржевая, 4B02-29-36182-R, RU000A0JUQ96 Облигация биржевая, 4B02-30-36182-R, RU000A0JUR04 Облигация биржевая, 4B02-31-36182-R, RU000A0JV9Q0 Облигация биржевая, 4B02-32-36182-R, RU000A0JUWW1 Облигация биржевая, 4B02-34-36182-R, RU000A0JUWA7 Облигация биржевая, 4B02-35-36182-R, RU000A0JUXT5 Облигация биржевая, 4B02-36-50156-A, RU000A0JUYC9 Облигация биржевая, 4B02-37-50156-A, RU000A0JUZZ7 Облигация биржевая, 4B02-38-50156-A, RU000A0JV4S7 Облигация биржевая, 4B02-39-50156-A, RU000A0JVHH1 Облигация биржевая, 4B02-40-50156-A, RU000A0JVPS1 Облигация биржевая, 4B02-41-50156-A, RU000A0JVS36 Облигация биржевая, 4B02-42-50156-A, RU000A0JW5B9 Облигация биржевая, 4B02-43-50156-A, RU000A0JWEG8 Облигация биржевая, 4B02-44-50156-A, RU000A0JX0U9 Облигация корпоративная, 4-01-50156-A, RU000A0JV2G6 Облигация корпоративная, 4-02-50156-A, RU000A0JVU73 Облигация биржевая, 4B02-01-50156-A-001P, RU000A0JWWM8 Облигация корпоративная, 4-03-50156-A, RU000A0JWX79 Облигация биржевая, 4B02-02-50156-A-001P, RU000A0JXK99 Облигация биржевая, 4B02-03-50156-A-001P, RU000A0JXVB1";"www.transfin-m.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8783";
"13.07.2017 0:00:00";"5842";"Первый уровень";"504";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-34";"RU000A0JUWA7";"RU000A0JUWA7";"4B02-34-36182-R";"12.05.2014 0:00:00";"Публичное акционерное общество ""ТрансФин-М""";"7708797192";"1000";"Рубль";"2405000";"12.05.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"17.09.2014 Включение в Первый уровень 09.06.2014 Включение в Третий уровень 12.05.2014 Включение в Перечень внесписочных ценных бумаг";"";"10%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-25-36182-R, RU000A0JUWL4 Облигация биржевая, 4B02-26-36182-R, RU000A0JUKA2 Облигация биржевая, 4B02-27-36182-R, RU000A0JWLW0 Облигация биржевая, 4B02-28-36182-R, RU000A0JUUG8 Облигация биржевая, 4B02-29-36182-R, RU000A0JUQ96 Облигация биржевая, 4B02-30-36182-R, RU000A0JUR04 Облигация биржевая, 4B02-31-36182-R, RU000A0JV9Q0 Облигация биржевая, 4B02-32-36182-R, RU000A0JUWW1 Облигация биржевая, 4B02-33-36182-R, RU000A0JUX30 Облигация биржевая, 4B02-35-36182-R, RU000A0JUXT5 Облигация биржевая, 4B02-36-50156-A, RU000A0JUYC9 Облигация биржевая, 4B02-37-50156-A, RU000A0JUZZ7 Облигация биржевая, 4B02-38-50156-A, RU000A0JV4S7 Облигация биржевая, 4B02-39-50156-A, RU000A0JVHH1 Облигация биржевая, 4B02-40-50156-A, RU000A0JVPS1 Облигация биржевая, 4B02-41-50156-A, RU000A0JVS36 Облигация биржевая, 4B02-42-50156-A, RU000A0JW5B9 Облигация биржевая, 4B02-43-50156-A, RU000A0JWEG8 Облигация биржевая, 4B02-44-50156-A, RU000A0JX0U9 Облигация корпоративная, 4-01-50156-A, RU000A0JV2G6 Облигация корпоративная, 4-02-50156-A, RU000A0JVU73 Облигация биржевая, 4B02-01-50156-A-001P, RU000A0JWWM8 Облигация корпоративная, 4-03-50156-A, RU000A0JWX79 Облигация биржевая, 4B02-02-50156-A-001P, RU000A0JXK99 Облигация биржевая, 4B02-03-50156-A-001P, RU000A0JXVB1";"www.transfin-m.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8783";
"13.07.2017 0:00:00";"5843";"Первый уровень";"505";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-35";"RU000A0JUXT5";"RU000A0JUXT5";"4B02-35-36182-R";"12.05.2014 0:00:00";"Публичное акционерное общество ""ТрансФин-М""";"7708797192";"1000";"Рубль";"2480000";"12.05.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"17.09.2014 Включение в Первый уровень 09.06.2014 Включение в Третий уровень 12.05.2014 Включение в Перечень внесписочных ценных бумаг";"";"10%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-25-36182-R, RU000A0JUWL4 Облигация биржевая, 4B02-26-36182-R, RU000A0JUKA2 Облигация биржевая, 4B02-27-36182-R, RU000A0JWLW0 Облигация биржевая, 4B02-28-36182-R, RU000A0JUUG8 Облигация биржевая, 4B02-29-36182-R, RU000A0JUQ96 Облигация биржевая, 4B02-30-36182-R, RU000A0JUR04 Облигация биржевая, 4B02-31-36182-R, RU000A0JV9Q0 Облигация биржевая, 4B02-32-36182-R, RU000A0JUWW1 Облигация биржевая, 4B02-33-36182-R, RU000A0JUX30 Облигация биржевая, 4B02-34-36182-R, RU000A0JUWA7 Облигация биржевая, 4B02-36-50156-A, RU000A0JUYC9 Облигация биржевая, 4B02-37-50156-A, RU000A0JUZZ7 Облигация биржевая, 4B02-38-50156-A, RU000A0JV4S7 Облигация биржевая, 4B02-39-50156-A, RU000A0JVHH1 Облигация биржевая, 4B02-40-50156-A, RU000A0JVPS1 Облигация биржевая, 4B02-41-50156-A, RU000A0JVS36 Облигация биржевая, 4B02-42-50156-A, RU000A0JW5B9 Облигация биржевая, 4B02-43-50156-A, RU000A0JWEG8 Облигация биржевая, 4B02-44-50156-A, RU000A0JX0U9 Облигация корпоративная, 4-01-50156-A, RU000A0JV2G6 Облигация корпоративная, 4-02-50156-A, RU000A0JVU73 Облигация биржевая, 4B02-01-50156-A-001P, RU000A0JWWM8 Облигация корпоративная, 4-03-50156-A, RU000A0JWX79 Облигация биржевая, 4B02-02-50156-A-001P, RU000A0JXK99 Облигация биржевая, 4B02-03-50156-A-001P, RU000A0JXVB1";"www.transfin-m.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8783";
"13.07.2017 0:00:00";"105";"Первый уровень";"506";"Акции";"Акция обыкновенная";"акции обыкновенные";"TRMK";"RU000A0B6NK6";"1-01-29031-H";"26.07.2001 0:00:00";"Публичное акционерное общество ""Трубная Металлургическая Компания""";"7710373095";"10";"Рубль";"1033135366";"09.08.2007 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 08.07.2009 Включение в Котировальный список ""А"" первого уровня 09.08.2007 Включение в Котировальный список ""Б""";"";"";"";"";"РПС : Акции РЕПО c акциями Т+ Неполные лоты (акции) РЕПО с ЦК 1 день РЕПО с ЦК Адресное Т+ Акции и ДР РПС с ЦК: Акции и ДР РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c акциями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B02-05-29031-H, RU000A0JWCM0 Облигация биржевая, 4B02-06-29031-H, RU000A0JXPD9 Облигация биржевая, 4B02-07-29031-H, RU000A0JXSF8 Депозитарные расписки иностранного эмитента на акции, US87260R2013";"https://www.tmk-group.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=274";
"13.07.2017 0:00:00";"141";"Первый уровень";"507";"Акции";"Акция обыкновенная";"акции обыкновенные";"HYDR";"RU000A0JPKH7";"1-01-55038-E";"22.02.2005 0:00:00";"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";"2460066195";"1";"Рубль";"386255464890";"04.02.2008 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 18.08.2008 Включение в Котировальный список ""А"" первого уровня 28.05.2008 Включение в Котировальный список ""Б"" 04.02.2008 Включение в Котировальный список ""В""";"";"";"";"";"РПС : Акции РЕПО c акциями Т+ Неполные лоты (акции) Крупные пакеты - Акции РЕПО с ЦК 1 день РЕПО с ЦК Адресное Т+ Акции и ДР РПС с ЦК: Акции и ДР РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c акциями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация корпоративная, 4-01-55038-E, RU000A0JRFN1 Облигация корпоративная, 4-02-55038-E, RU000A0JRFP6 Облигация корпоративная, 4-07-55038-E, RU000A0JTMG7 Облигация корпоративная, 4-08-55038-E, RU000A0JTMK9 Облигация корпоративная, 4-09-55038-E, RU000A0JVD25 Облигация биржевая, 4B02-01-55038-E-001P, RU000A0JVLE0 Облигация биржевая, 4B02-02-55038-E-001P, RU000A0JVLF7 Облигация биржевая, 4B02-03-55038-E-001P, RU000A0JVLG5 Облигация биржевая, 4B02-04-55038-E-001P, RU000A0JWCB3 Облигация биржевая, 4B02-05-55038-E-001P, RU000A0JXTQ3";"www.rushydro.ru";"www.e-disclosure.ru/portal/company.aspx?id=8580";
"13.07.2017 0:00:00";"10346";"Первый уровень";"508";"Облигации";"Облигация биржевая";"биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П05";"RU000A0JXTQ3";"RU000A0JXTQ3";"4B02-05-55038-E-001P";"09.06.2017 0:00:00";"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";"2460066195";"1000";"Рубль";"10000000";"09.06.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2017 Включение в Первый уровень";"4-55038-E-001P-02E";"8,2%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Акция обыкновенная, 1-01-55038-E, RU000A0JPKH7 Облигация корпоративная, 4-01-55038-E, RU000A0JRFN1 Облигация корпоративная, 4-02-55038-E, RU000A0JRFP6 Облигация корпоративная, 4-07-55038-E, RU000A0JTMG7 Облигация корпоративная, 4-08-55038-E, RU000A0JTMK9 Облигация корпоративная, 4-09-55038-E, RU000A0JVD25 Облигация биржевая, 4B02-01-55038-E-001P, RU000A0JVLE0 Облигация биржевая, 4B02-02-55038-E-001P, RU000A0JVLF7 Облигация биржевая, 4B02-03-55038-E-001P, RU000A0JVLG5 Облигация биржевая, 4B02-04-55038-E-001P, RU000A0JWCB3";"www.rushydro.ru";"www.e-disclosure.ru/portal/company.aspx?id=8580";
"13.07.2017 0:00:00";"4847";"Первый уровень";"509";"Облигации";"Облигация корпоративная";"Неконвертируемые процентные документарные облигации на предъявителя серии 07 с обязательным централизованным хранением";"RU000A0JTMG7";"RU000A0JTMG7";"4-07-55038-E";"27.12.2012 0:00:00";"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";"2460066195";"1000";"Рубль";"10000000";"12.02.2013 0:00:00";"";"";"";"";"+";"";"";"+";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 13.02.2013 Включение в Котировальный список ""А"" первого уровня";"";"8,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Акция обыкновенная, 1-01-55038-E, RU000A0JPKH7 Облигация корпоративная, 4-01-55038-E, RU000A0JRFN1 Облигация корпоративная, 4-02-55038-E, RU000A0JRFP6 Облигация корпоративная, 4-08-55038-E, RU000A0JTMK9 Облигация корпоративная, 4-09-55038-E, RU000A0JVD25 Облигация биржевая, 4B02-01-55038-E-001P, RU000A0JVLE0 Облигация биржевая, 4B02-02-55038-E-001P, RU000A0JVLF7 Облигация биржевая, 4B02-03-55038-E-001P, RU000A0JVLG5 Облигация биржевая, 4B02-04-55038-E-001P, RU000A0JWCB3 Облигация биржевая, 4B02-05-55038-E-001P, RU000A0JXTQ3";"www.rushydro.ru";"www.e-disclosure.ru/portal/company.aspx?id=8580";
"13.07.2017 0:00:00";"4848";"Первый уровень";"510";"Облигации";"Облигация корпоративная";"Неконвертируемые процентные документарные облигации на предъявителя серии 08 с обязательным централизованным хранением";"RU000A0JTMK9";"RU000A0JTMK9";"4-08-55038-E";"27.12.2012 0:00:00";"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";"2460066195";"1000";"Рубль";"10000000";"12.02.2013 0:00:00";"";"";"";"";"+";"";"";"+";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 13.02.2013 Включение в Котировальный список ""А"" первого уровня";"";"8,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Акция обыкновенная, 1-01-55038-E, RU000A0JPKH7 Облигация корпоративная, 4-01-55038-E, RU000A0JRFN1 Облигация корпоративная, 4-02-55038-E, RU000A0JRFP6 Облигация корпоративная, 4-07-55038-E, RU000A0JTMG7 Облигация корпоративная, 4-09-55038-E, RU000A0JVD25 Облигация биржевая, 4B02-01-55038-E-001P, RU000A0JVLE0 Облигация биржевая, 4B02-02-55038-E-001P, RU000A0JVLF7 Облигация биржевая, 4B02-03-55038-E-001P, RU000A0JVLG5 Облигация биржевая, 4B02-04-55038-E-001P, RU000A0JWCB3 Облигация биржевая, 4B02-05-55038-E-001P, RU000A0JXTQ3";"www.rushydro.ru";"www.e-disclosure.ru/portal/company.aspx?id=8580";
"13.07.2017 0:00:00";"1477";"Первый уровень";"511";"Акции";"Акция обыкновенная";"акции обыкновенные";"FEES";"RU000A0JPNN9";"1-01-65018-D";"10.09.2002 0:00:00";"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";"4716016979";"0,5";"Рубль";"1274665323063";"26.06.2008 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 03.06.2014 Включение в Котировальный список ""А"" второго уровня 15.12.2008 Включение в Котировальный список ""Б"" 26.06.2008 Включение в Котировальный список ""В""";"";"";"";"";"РПС : Акции РЕПО c акциями Т+ Неполные лоты (акции) Крупные пакеты - Акции РЕПО с ЦК 1 день РЕПО с ЦК Адресное Т+ Акции и ДР РПС с ЦК: Акции и ДР РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c акциями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация корпоративная, 4-06-65018-D, RU000A0JR1Y7 Облигация корпоративная, 4-07-65018-D, RU000A0JR1Z4 Облигация корпоративная, 4-08-65018-D, RU000A0JR209 Облигация корпоративная, 4-10-65018-D, RU000A0JR217 Облигация корпоративная, 4-09-65018-D, RU000A0JR3M8 Облигация корпоративная, 4-11-65018-D, RU000A0JR3L0 Облигация корпоративная, 4-13-65018-D, RU000A0JRL96 Облигация корпоративная, 4-19-65018-D, RU000A0JRMX6 Облигация корпоративная, 4-15-65018-D, RU000A0JRUS9 Облигация корпоративная, 4-18-65018-D, RU000A0JRZK5 Облигация корпоративная, 4-12-65018-D, RU000A0JS7H8 Облигация биржевая, 4B02-02-65018-D, RU000A0JX090 Облигация биржевая, 4B02-03-65018-D Облигация биржевая, 4B02-04-65018-D Облигация биржевая, 4B02-05-65018-D Облигация биржевая, 4B02-06-65018-D Облигация биржевая, 4B02-07-65018-D Облигация биржевая, 4B02-08-65018-D Облигация корпоративная, 4-22-65018-D, RU000A0JSQ58 Облигация корпоративная, 4-25-65018-D, RU000A0JT2K2 Облигация корпоративная, 4-21-65018-D, RU000A0JT7T2 Облигация корпоративная, 4-24-65018-D, RU000A0JTKA4 Облигация корпоративная, 4-28-65018-D, RU000A0JTYK4 Облигация корпоративная, 4-23-65018-D, RU000A0JTYJ6 Облигация корпоративная, 4-26-65018-D, RU000A0JU2K9 Облигация корпоративная, 4-27-65018-D, RU000A0JU2L7 Облигация корпоративная, 4-29-65018-D, RU000A0JU7S1 Облигация корпоративная, 4-30-65018-D, RU000A0JUC92 Облигация корпоративная, 4-34-65018-D, RU000A0JUCA9 Облигация корпоративная, 4-37-65018-D, RU000A0JVCB5 Облигация корпоративная, 4-38-65018-D, RU000A0JVDD9";"http://www.fsk-ees.ru/shareholders_and_investors/disclosure_of_information/";"http://www.e-disclosure.ru/portal/company.aspx?id=379";
"13.07.2017 0:00:00";"4279";"Первый уровень";"512";"Облигации";"Облигация биржевая";"неконвертируемые процентные документарные Биржевые облигации на предъявителя серии БО-02 с обязательным централизованным хранением";"RU000A0JX090";"RU000A0JX090";"4B02-02-65018-D";"06.06.2012 0:00:00";"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";"4716016979";"1000";"Рубль";"10000000";"06.06.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"29.06.2017 Включение в Первый уровень 09.06.2014 Включение в Второй уровень 06.06.2012 Включение в Котировальный список ""Б""";"";"9,35%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Акция обыкновенная, 1-01-65018-D, RU000A0JPNN9 Облигация корпоративная, 4-06-65018-D, RU000A0JR1Y7 Облигация корпоративная, 4-07-65018-D, RU000A0JR1Z4 Облигация корпоративная, 4-08-65018-D, RU000A0JR209 Облигация корпоративная, 4-10-65018-D, RU000A0JR217 Облигация корпоративная, 4-09-65018-D, RU000A0JR3M8 Облигация корпоративная, 4-11-65018-D, RU000A0JR3L0 Облигация корпоративная, 4-13-65018-D, RU000A0JRL96 Облигация корпоративная, 4-19-65018-D, RU000A0JRMX6 Облигация корпоративная, 4-15-65018-D, RU000A0JRUS9 Облигация корпоративная, 4-18-65018-D, RU000A0JRZK5 Облигация корпоративная, 4-12-65018-D, RU000A0JS7H8 Облигация биржевая, 4B02-03-65018-D Облигация биржевая, 4B02-04-65018-D Облигация биржевая, 4B02-05-65018-D Облигация биржевая, 4B02-06-65018-D Облигация биржевая, 4B02-07-65018-D Облигация биржевая, 4B02-08-65018-D Облигация корпоративная, 4-22-65018-D, RU000A0JSQ58 Облигация корпоративная, 4-25-65018-D, RU000A0JT2K2 Облигация корпоративная, 4-21-65018-D, RU000A0JT7T2 Облигация корпоративная, 4-24-65018-D, RU000A0JTKA4 Облигация корпоративная, 4-28-65018-D, RU000A0JTYK4 Облигация корпоративная, 4-23-65018-D, RU000A0JTYJ6 Облигация корпоративная, 4-26-65018-D, RU000A0JU2K9 Облигация корпоративная, 4-27-65018-D, RU000A0JU2L7 Облигация корпоративная, 4-29-65018-D, RU000A0JU7S1 Облигация корпоративная, 4-30-65018-D, RU000A0JUC92 Облигация корпоративная, 4-34-65018-D, RU000A0JUCA9 Облигация корпоративная, 4-37-65018-D, RU000A0JVCB5 Облигация корпоративная, 4-38-65018-D, RU000A0JVDD9";"http://www.fsk-ees.ru/shareholders_and_investors/disclosure_of_information/";"http://www.e-disclosure.ru/portal/company.aspx?id=379";
"13.07.2017 0:00:00";"4161";"Первый уровень";"513";"Акции";"Акция обыкновенная";"акции обыкновенные";"PHOR";"RU000A0JRKT8";"1-02-06556-A";"14.02.2012 0:00:00";"Публичное акционерное общество ""ФосАгро""";"7736216869";"2,5";"Рубль";"129500000";"20.03.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Первый уровень 28.02.2013 Включение в Котировальный список ""А"" первого уровня 14.11.2012 Включение в Котировальный список ""Б"" 20.03.2012 Включение в Котировальный список ""В""";"";"";"";"";"РПС : Акции РЕПО c акциями РЕПО с ЦК 1 день РЕПО с ЦК Адресное Т+ Акции и ДР РПС с ЦК: Акции и ДР РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c акциями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"";"http://www.phosagro.ru/ori/item4157.php";"http://www.e-disclosure.ru/portal/company.aspx?id=573";
